File,H:\test-moldex\Assignment-ABS-SINKRAL-F332\Analysis\Run01\Assignment-ABS-SINKRAL-F33201_CSHistory.csv
Title,Power Supply History Record
Time[sec],CC 1 Temperature(oC),Ctrl SN(0), ,CC 2 Temperature(oC),Ctrl SN(0), ,CC 3 Temperature(oC),Ctrl SN(0), ,CC 4 Temperature(oC),Ctrl SN(0), ,CC 5 Temperature(oC),Ctrl SN(0), ,CC 6 Temperature(oC),Ctrl SN(0), ,CC 7 Temperature(oC),Ctrl SN(0), ,CC 8 Temperature(oC),Ctrl SN(0), 
28.009398,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.012973,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.017264,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.022413,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.027562,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.032711,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.036830,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.040949,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.044244,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.046881,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.048990,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.050677,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.052027,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.053376,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.054456,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.055320,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.056011,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.056564,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.057006,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.057360,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.057714,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.058068,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.058422,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.058775,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.059129,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.059483,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.059837,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.060191,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.060615,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.061040,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.061465,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.061889,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.062314,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.062738,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.063163,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.063588,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.064097,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.064607,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.065116,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.065626,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.066135,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.066645,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.067154,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.067664,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.068173,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.068683,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.069192,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.069804,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.070415,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.071027,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.071638,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.072372,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.073105,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.073839,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.074573,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.075306,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.076040,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.076774,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.077508,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.078241,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.078975,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.079709,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.080442,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.081176,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.081910,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.082644,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.083377,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.084111,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.084845,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.085578,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.086312,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.087046,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.087779,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.088513,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.089247,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.089981,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.090714,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.091448,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.092182,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.092915,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.093649,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.094383,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.095117,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.095850,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.096584,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.097318,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.098051,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.098785,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.099519,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.100252,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.100986,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.101720,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.102454,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.103187,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.104068,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.104948,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.105829,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.106709,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.107589,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.108470,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.109526,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.110583,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.111851,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.113372,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.115198,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.117024,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.118849,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.121040,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.123231,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.125422,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.127613,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.129803,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.131994,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.134185,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.136376,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.138567,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.140758,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.142948,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.145139,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.147330,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.149521,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.151712,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.153903,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.156093,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.158284,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.160475,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.162666,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.164857,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.167048,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.169238,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.171429,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.173620,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.175811,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.178002,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.180193,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.182383,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.184574,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.186765,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.188956,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.191147,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.193338,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.195528,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.197719,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.199910,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.202101,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.204292,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.206483,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.208673,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.210864,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.213055,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.215246,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.217437,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.219628,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.221818,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.224009,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.226200,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.228391,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.230582,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.232773,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.234963,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
28.237154,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
