File,H:\test-moldex\Assignment-ABS-SINKRAL-F332\Analysis\Run01\Assignment-ABS-SINKRAL-F33201_CSHistory.csv
Title,Power Supply History Record
Time[sec],CC 1 Temperature(oC),Ctrl SN(0), ,CC 2 Temperature(oC),Ctrl SN(0), ,CC 3 Temperature(oC),Ctrl SN(0), ,CC 4 Temperature(oC),Ctrl SN(0), ,CC 5 Temperature(oC),Ctrl SN(0), ,CC 6 Temperature(oC),Ctrl SN(0), ,CC 7 Temperature(oC),Ctrl SN(0), ,CC 8 Temperature(oC),Ctrl SN(0), 
54.030060,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
55.030060,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
55.992411,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
55.993848,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
55.995573,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
55.997642,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.000125,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.003105,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.006680,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.010971,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.016120,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.021269,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.026418,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.030537,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.034656,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.037952,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.040588,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.042697,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.044384,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.045734,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.047083,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.048163,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.049027,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.049718,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.050271,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.050713,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.051067,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.051421,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.051775,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.052129,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.052483,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.052836,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.053190,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.053544,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.053898,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.054322,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.054747,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.055172,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.055596,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.056021,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.056445,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.056870,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.057295,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.057804,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.058314,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.058823,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.059333,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.059842,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.060352,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.060861,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.061371,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.061880,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.062390,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.062899,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.063511,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.064122,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.064734,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.065345,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.066079,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.066812,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.067546,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.068280,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.069014,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.069747,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.070481,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.071215,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.071948,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.072682,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.073416,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.074149,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.074883,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.075617,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.076351,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.077084,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.077818,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.078552,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.079285,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.080019,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.080753,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.081487,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.082220,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.082954,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.083688,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.084421,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.085155,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.085889,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.086622,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.087356,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.088090,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.088824,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.089557,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.090291,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.091025,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.091758,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.092492,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.093226,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.093959,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.094693,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.095427,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.096161,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.096894,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.097775,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.098655,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.099536,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.100416,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.101297,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.102177,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.103234,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.104290,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.105558,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.107079,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.108905,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.110731,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.112556,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.114747,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.116938,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.119129,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.121320,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.123511,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.125701,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.127892,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.130083,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.132274,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.134465,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.136656,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.138846,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.141037,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.143228,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.145419,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.147610,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.149801,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.151991,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.154182,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.156373,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.158564,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.160755,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.162945,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.165136,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.167327,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.169518,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.171709,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.173900,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.176090,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.178281,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.180472,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.182663,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.184854,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.187045,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.189235,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.191426,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.193617,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.195808,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.197999,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.200190,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.202380,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.204571,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.206762,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.208953,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.211144,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.213335,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
56.215525,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, ,60.00,0.00, 
